"Designator","Footprint","Mid X","Mid Y","Ref X","Ref Y","Pad X","Pad Y","Layer","Rotation","Comment"
"C6_4","SMD_0603_CAPC1608X80N","-83.3001mm","74.1999mm","-83.3001mm","74.1999mm","-84.1001mm","74.1999mm","T","360.00","470nF"
"C6_3","SMD_0603_CAPC1608X80N","-52.6005mm","89.3mm","-52.6005mm","89.3mm","-51.8005mm","89.3mm","T","180.00","470nF"
"C6_2","SMD_0603_CAPC1608X80N","-26.8mm","7.8mm","-26.8mm","7.8mm","-26mm","7.8mm","T","180.00","470nF"
"C6_1","SMD_0603_CAPC1608X80N","-66.8mm","7.8mm","-66.8mm","7.8mm","-66mm","7.8mm","T","180.00","470nF"
"C5_16","SMD_0603_CAPC1608X80N","-66.7999mm","72.6001mm","-66.7999mm","72.6001mm","-65.9999mm","72.6001mm","T","180.00","470nF"
"C5_15","SMD_0603_CAPC1608X80N","-43.2001mm","71.0004mm","-43.2001mm","71.0004mm","-44.0001mm","71.0004mm","T","360.00","470nF"
"C5_14","SMD_0603_CAPC1608X80N","-6.7mm","62.2mm","-6.7mm","62.2mm","-5.9mm","62.2mm","T","180.00","470nF"
"C5_13","SMD_0603_CAPC1608X80N","-26.7999mm","35.8001mm","-26.7999mm","35.8001mm","-25.9999mm","35.8001mm","T","180.00","470nF"
"C5_12","SMD_0603_CAPC1608X80N","-43.2001mm","55.8mm","-43.2001mm","55.8mm","-44.0001mm","55.8mm","T","360.00","470nF"
"C5_11","SMD_0603_CAPC1608X80N","-26.7999mm","12.6001mm","-26.7999mm","12.6001mm","-25.9999mm","12.6001mm","T","180.00","470nF"
"C5_10","SMD_0603_CAPC1608X80N","-6.6999mm","31.8001mm","-6.6999mm","31.8001mm","-5.8999mm","31.8001mm","T","180.00","470nF"
"C5_9","SMD_0603_CAPC1608X80N","-63.2mm","77.4mm","-63.2mm","77.4mm","-64mm","77.4mm","T","360.00","470nF"
"C5_8","SMD_0603_CAPC1608X80N","-83.3001mm","50.1999mm","-83.3001mm","50.1999mm","-84.1001mm","50.1999mm","T","360.00","470nF"
"C5_7","SMD_0603_CAPC1608X80N","-83.3mm","26.2mm","-83.3mm","26.2mm","-84.1mm","26.2mm","T","360.00","470nF"
"C5_6","SMD_0603_CAPC1608X80N","-83.3mm","62.2mm","-83.3mm","62.2mm","-84.1mm","62.2mm","T","360.00","470nF"
"C5_5","SMD_0603_CAPC1608X80N","-66.7997mm","32.6002mm","-66.7997mm","32.6002mm","-65.9997mm","32.6002mm","T","180.00","470nF"
"C5_4","SMD_0603_CAPC1608X80N","-83.3001mm","75.7999mm","-83.3001mm","75.7999mm","-84.1001mm","75.7999mm","T","360.00","470nF"
"C5_3","SMD_0603_CAPC1608X80N","-26.8001mm","4.5999mm","-26.8001mm","4.5999mm","-26.0001mm","4.5999mm","T","180.00","470nF"
"C5_2","SMD_0603_CAPC1608X80N","-46.8mm","6.2mm","-46.8mm","6.2mm","-46mm","6.2mm","T","180.00","470nF"
"C5_1","SMD_0603_CAPC1608X80N","-43.2001mm","22.1999mm","-43.2001mm","22.1999mm","-44.0001mm","22.1999mm","T","360.00","470nF"
"C4_16","SMD_0603_CAPC1608X80N","-66.7999mm","74.2001mm","-66.7999mm","74.2001mm","-65.9999mm","74.2001mm","T","180.00","470nF"
"C4_15","SMD_0603_CAPC1608X80N","-66.8001mm","14.2mm","-66.8001mm","14.2mm","-66.0001mm","14.2mm","T","180.00","470nF"
"C4_14","SMD_0603_CAPC1608X80N","-6.7mm","67.8mm","-6.7mm","67.8mm","-5.9mm","67.8mm","T","180.00","470nF"
"C4_13","SMD_0603_CAPC1608X80N","-43.2001mm","54.1999mm","-43.2001mm","54.1999mm","-44.0001mm","54.1999mm","T","360.00","470nF"
"C4_12","SMD_0603_CAPC1608X80N","-43.2001mm","57.3999mm","-43.2001mm","57.3999mm","-44.0001mm","57.3999mm","T","360.00","470nF"
"C4_11","SMD_0603_CAPC1608X80N","-6.7mm","51.8mm","-6.7mm","51.8mm","-5.9mm","51.8mm","T","180.00","470nF"
"C4_10","SMD_0603_CAPC1608X80N","-83.3mm","72.6mm","-83.3mm","72.6mm","-84.1mm","72.6mm","T","360.00","470nF"
"C4_9","SMD_0603_CAPC1608X80N","-63.2mm","75.8mm","-63.2mm","75.8mm","-64mm","75.8mm","T","360.00","470nF"
"C4_8","SMD_0603_CAPC1608X80N","-83.2999mm","42.1001mm","-83.2999mm","42.1001mm","-84.0999mm","42.1001mm","T","360.00","470nF"
"C4_7","SMD_0603_CAPC1608X80N","-83.3mm","19.8mm","-83.3mm","19.8mm","-84.1mm","19.8mm","T","360.00","470nF"
"C4_6","SMD_0603_CAPC1608X80N","-83.3mm","63.8mm","-83.3mm","63.8mm","-84.1mm","63.8mm","T","360.00","470nF"
"C4_5","SMD_0603_CAPC1608X80N","-66.7997mm","34.2002mm","-66.7997mm","34.2002mm","-65.9997mm","34.2002mm","T","180.00","470nF"
"C4_4","SMD_0603_CAPC1608X80N","-83.3001mm","77.3999mm","-83.3001mm","77.3999mm","-84.1001mm","77.3999mm","T","360.00","470nF"
"C4_3","SMD_0603_CAPC1608X80N","-63.1995mm","82.9001mm","-63.1995mm","82.9001mm","-63.9995mm","82.9001mm","T","360.00","470nF"
"C4_2","SMD_0603_CAPC1608X80N","-46.8mm","7.8mm","-46.8mm","7.8mm","-46mm","7.8mm","T","180.00","470nF"
"C4_1","SMD_0603_CAPC1608X80N","-43.2mm","27.8mm","-43.2mm","27.8mm","-44mm","27.8mm","T","360.00","470nF"
"C3_16","SMD_0603_CAPC1608X80N","-66.7999mm","75.8001mm","-66.7999mm","75.8001mm","-65.9999mm","75.8001mm","T","180.00","470nF"
"C3_15","SMD_0603_CAPC1608X80N","-66.8001mm","15.8mm","-66.8001mm","15.8mm","-66.0001mm","15.8mm","T","180.00","470nF"
"C3_14","SMD_0603_CAPC1608X80N","-26.7999mm","14.2001mm","-26.7999mm","14.2001mm","-25.9999mm","14.2001mm","T","180.00","470nF"
"C3_13","SMD_0603_CAPC1608X80N","-43.2001mm","52.5999mm","-43.2001mm","52.5999mm","-44.0001mm","52.5999mm","T","360.00","470nF"
"C3_12","SMD_0603_CAPC1608X80N","-26.7999mm","37.4001mm","-26.7999mm","37.4001mm","-25.9999mm","37.4001mm","T","180.00","470nF"
"C3_11","SMD_0603_CAPC1608X80N","-6.7mm","54.2mm","-6.7mm","54.2mm","-5.9mm","54.2mm","T","180.00","470nF"
"C3_10","SMD_0603_CAPC1608X80N","-6.7mm","18.2mm","-6.7mm","18.2mm","-5.9mm","18.2mm","T","180.00","470nF"
"C3_9","SMD_0603_CAPC1608X80N","-63.2mm","74.2mm","-63.2mm","74.2mm","-64mm","74.2mm","T","360.00","470nF"
"C3_8","SMD_0603_CAPC1608X80N","-83.3001mm","39.7999mm","-83.3001mm","39.7999mm","-84.1001mm","39.7999mm","T","360.00","470nF"
"C3_7","SMD_0603_CAPC1608X80N","-83.3mm","18.2mm","-83.3mm","18.2mm","-84.1mm","18.2mm","T","360.00","470nF"
"C3_6","SMD_0603_CAPC1608X80N","-83.3001mm","54.1999mm","-83.3001mm","54.1999mm","-84.1001mm","54.1999mm","T","360.00","470nF"
"C3_5","SMD_0603_CAPC1608X80N","-66.7997mm","35.8002mm","-66.7997mm","35.8002mm","-65.9997mm","35.8002mm","T","180.00","470nF"
"C3_4","SMD_0603_CAPC1608X80N","-83.3001mm","78.9999mm","-83.3001mm","78.9999mm","-84.1001mm","78.9999mm","T","360.00","470nF"
"C3_3","SMD_0603_CAPC1608X80N","-63.1995mm","81.3001mm","-63.1995mm","81.3001mm","-63.9995mm","81.3001mm","T","360.00","470nF"
"C3_2","SMD_0603_CAPC1608X80N","-43.2001mm","7.7999mm","-43.2001mm","7.7999mm","-44.0001mm","7.7999mm","T","360.00","470nF"
"C3_1","SMD_0603_CAPC1608X80N","-23.2001mm","82.8999mm","-23.2001mm","82.8999mm","-24.0001mm","82.8999mm","T","360.00","470nF"
"C2_16","SMD_0603_CAPC1608X80N","-66.7999mm","77.4001mm","-66.7999mm","77.4001mm","-65.9999mm","77.4001mm","T","180.00","470nF"
"C2_15","SMD_0603_CAPC1608X80N","-66.8001mm","11mm","-66.8001mm","11mm","-66.0001mm","11mm","T","180.00","470nF"
"C2_14","SMD_0603_CAPC1608X80N","-26.7999mm","15.8001mm","-26.7999mm","15.8001mm","-25.9999mm","15.8001mm","T","180.00","470nF"
"C2_13","SMD_0603_CAPC1608X80N","-43.2001mm","50.9999mm","-43.2001mm","50.9999mm","-44.0001mm","50.9999mm","T","360.00","470nF"
"C2_12","SMD_0603_CAPC1608X80N","-26.8mm","32.6mm","-26.8mm","32.6mm","-26mm","32.6mm","T","180.00","470nF"
"C2_11","SMD_0603_CAPC1608X80N","-6.7mm","58.2mm","-6.7mm","58.2mm","-5.9mm","58.2mm","T","180.00","470nF"
"C2_10","SMD_0603_CAPC1608X80N","-6.7mm","19.8mm","-6.7mm","19.8mm","-5.9mm","19.8mm","T","180.00","470nF"
"C2_9","SMD_0603_CAPC1608X80N","-63.2mm","72.6mm","-63.2mm","72.6mm","-64mm","72.6mm","T","360.00","470nF"
"C2_8","SMD_0603_CAPC1608X80N","-83.3mm","35.8mm","-83.3mm","35.8mm","-84.1mm","35.8mm","T","360.00","470nF"
"C2_7","SMD_0603_CAPC1608X80N","-83.3001mm","15.7999mm","-83.3001mm","15.7999mm","-84.1001mm","15.7999mm","T","360.00","470nF"
"C2_6","SMD_0603_CAPC1608X80N","-83.3001mm","55.7999mm","-83.3001mm","55.7999mm","-84.1001mm","55.7999mm","T","360.00","470nF"
"C2_5","SMD_0603_CAPC1608X80N","-66.7997mm","37.4002mm","-66.7997mm","37.4002mm","-65.9997mm","37.4002mm","T","180.00","470nF"
"C2_4","SMD_0603_CAPC1608X80N","-52.6005mm","87.7mm","-52.6005mm","87.7mm","-51.8005mm","87.7mm","T","180.00","470nF"
"C2_3","SMD_0603_CAPC1608X80N","-66.8mm","81.3mm","-66.8mm","81.3mm","-66mm","81.3mm","T","180.00","470nF"
"C2_2","SMD_0603_CAPC1608X80N","-63.2mm","7.8mm","-63.2mm","7.8mm","-64mm","7.8mm","T","360.00","470nF"
"C2_1","SMD_0603_CAPC1608X80N","-23.2001mm","81.2999mm","-23.2001mm","81.2999mm","-24.0001mm","81.2999mm","T","360.00","470nF"
"C1_16","SMD_0603_CAPC1608X80N","-66.7999mm","79.0001mm","-66.7999mm","79.0001mm","-65.9999mm","79.0001mm","T","180.00","470nF"
"C1_15","SMD_0603_CAPC1608X80N","-6.7mm","66.2mm","-6.7mm","66.2mm","-5.9mm","66.2mm","T","180.00","470nF"
"C1_14","SMD_0603_CAPC1608X80N","-26.7999mm","17.4001mm","-26.7999mm","17.4001mm","-25.9999mm","17.4001mm","T","180.00","470nF"
"C1_13","SMD_0603_CAPC1608X80N","-63.1999mm","39.0001mm","-63.1999mm","39.0001mm","-63.9999mm","39.0001mm","T","360.00","470nF"
"C1_12","SMD_0603_CAPC1608X80N","-6.7mm","42.2mm","-6.7mm","42.2mm","-5.9mm","42.2mm","T","180.00","470nF"
"C1_11","SMD_0603_CAPC1608X80N","-6.7mm","63.8mm","-6.7mm","63.8mm","-5.9mm","63.8mm","T","180.00","470nF"
"C1_10","SMD_0603_CAPC1608X80N","-6.6999mm","34.2001mm","-6.6999mm","34.2001mm","-5.8999mm","34.2001mm","T","180.00","470nF"
"C1_9","SMD_0603_CAPC1608X80N","-63.2mm","71mm","-63.2mm","71mm","-64mm","71mm","T","360.00","470nF"
"C1_8","SMD_0603_CAPC1608X80N","-83.3001mm","30.1999mm","-83.3001mm","30.1999mm","-84.1001mm","30.1999mm","T","360.00","470nF"
"C1_7","SMD_0603_CAPC1608X80N","-83.3001mm","14.1999mm","-83.3001mm","14.1999mm","-84.1001mm","14.1999mm","T","360.00","470nF"
"C1_6","SMD_0603_CAPC1608X80N","-6.7mm","14.1mm","-6.7mm","14.1mm","-5.9mm","14.1mm","T","180.00","470nF"
"C1_5","SMD_0603_CAPC1608X80N","-46.7999mm","52.6001mm","-46.7999mm","52.6001mm","-45.9999mm","52.6001mm","T","180.00","470nF"
"C1_4","SMD_0603_CAPC1608X80N","-26.7999mm","81.3001mm","-26.7999mm","81.3001mm","-25.9999mm","81.3001mm","T","180.00","470nF"
"C1_3","SMD_0603_CAPC1608X80N","-66.8mm","82.9mm","-66.8mm","82.9mm","-66mm","82.9mm","T","180.00","470nF"
"C1_2","SMD_0603_CAPC1608X80N","-63.2mm","6.2mm","-63.2mm","6.2mm","-64mm","6.2mm","T","360.00","470nF"
"C1_1","SMD_0603_CAPC1608X80N","-46.7999mm","26.2001mm","-46.7999mm","26.2001mm","-45.9999mm","26.2001mm","T","180.00","470nF"
"U1","SMD_QFP50P1200X1200X120-64N","-12.2mm","110.8mm","-12.2mm","110.8mm","-15.95mm","105.05mm","T","90.00","dsPIC33EP256MU806"
"R31","SMD_0603_RESC1608X55N","-2.5mm","97.575mm","-2.5mm","97.575mm","-2.5mm","98.375mm","T","270.00","10"
"R25","SMD_0603_RESC1608X55N","-8.3mm","123.5mm","-8.3mm","123.5mm","-8.3mm","124.3mm","T","270.00","0"
"R22","SMD_0603_RESC1608X55N","-11.8mm","98.875mm","-11.8mm","98.875mm","-12.6mm","98.875mm","T","360.00","10k"
"R18","SMD_0603_RESC1608X55N","-29mm","103.8mm","-29mm","103.8mm","-28.2mm","103.8mm","T","180.00","10k"
"R16","SMD_0603_RESC1608X55N","-33.375mm","105.2mm","-33.375mm","105.2mm","-33.375mm","106mm","T","270.00","2.4k"
"R15","SMD_0603_RESC1608X55N","-34.9mm","105.3mm","-34.9mm","105.3mm","-34.9mm","106.1mm","T","270.00","10k"
"R12","SMD_0603_RESC1608X55N","-20.45mm","104.55mm","-20.45mm","104.55mm","-21.25mm","104.55mm","T","360.00","10k"
"R11","SMD_0603_RESC1608X55N","-21.1mm","109.3mm","-21.1mm","109.3mm","-20.3mm","109.3mm","T","180.00","10k"
"R10","SMD_0603_RESC1608X55N","-21.0999mm","107.8001mm","-21.0999mm","107.8001mm","-20.2999mm","107.8001mm","T","180.00","10k"
"R9","SMD_0603_RESC1608X55N","-21.0999mm","106.3001mm","-21.0999mm","106.3001mm","-20.2999mm","106.3001mm","T","180.00","10k"
"R8","SMD_0603_RESC1608X55N","-22.4mm","98.5mm","-22.4mm","98.5mm","-21.6mm","98.5mm","T","180.00","(OPT)47"
"R1","SMD_0603_RESC1608X55N","-16mm","101.5mm","-16mm","101.5mm","-16mm","102.3mm","T","270.00","1k"
"J3","PTH_CON_HD-351-3P","-24.1mm","132.7mm","-24.1mm","132.7mm","-20.6mm","132.7mm","T","180.00","CON_3PINS"
"J2","SMD_CON-CVILUX-CU04-SCM15B0","-12.5mm","129.8mm","-12.5mm","129.6mm","-10.9mm","127mm","T","180.00","CU04SCM15B0-R0"
"D7","SMD_DO214AC_SMA","-3.2mm","132.3mm","-3.2mm","132.3mm","-5.2mm","132.3mm","T","360.00","(OPT)SS14"
"D5","SMD_SOT95P280X145-6N-W","-11.7mm","122.6mm","-11.7mm","122.6mm","-13mm","123.55mm","T","360.00","SMS05T1G"
"D4","SMD_0805_LED2012X100N","-17mm","118.5mm","-17mm","118.5mm","-18.05mm","118.5mm","T","360.00","Orange 	SML210DT ROHM"
"D3","SMD_0805_LED2012X100N","-17mm","120.4mm","-17mm","120.4mm","-18.05mm","120.4mm","T","360.00","Yellow SML210YT ROHM"
"C17","SMD_0805_CAPC2012X145N","-6.5mm","119.3mm","-6.5mm","119.3mm","-6.5mm","118.4mm","T","90.00","22uF/6.3V"
"C1P_1","SMD_0603_CAPC1608X95N","-76.9mm","116.8mm","-76.9mm","116.8mm","-76.9mm","116mm","T","90.00","10uF/16V"
"C1P_2","SMD_0603_CAPC1608X95N","-63.3999mm","116.7999mm","-63.3999mm","116.7999mm","-63.3999mm","115.9999mm","T","90.00","10uF/16V"
"C1P_3","SMD_0603_CAPC1608X95N","-49.8999mm","116.7999mm","-49.8999mm","116.7999mm","-49.8999mm","115.9999mm","T","90.00","10uF/16V"
"C1","SMD_0805_CAPC2012X145N","-21mm","111.1mm","-21mm","111.1mm","-20.1mm","111.1mm","T","180.00","10uF/16V"
"C2P_1","SMD_0402_CAPC1005X90N","-76.8mm","112.8mm","-76.8mm","112.8mm","-76.8mm","113.25mm","T","270.00","(OPT)1uF/16V"
"C2P_2","SMD_0402_CAPC1005X90N","-63.3mm","112.8mm","-63.3mm","112.8mm","-63.3mm","113.25mm","T","270.00","(OPT)1uF/16V"
"C2P_3","SMD_0402_CAPC1005X90N","-49.8mm","112.8mm","-49.8mm","112.8mm","-49.8mm","113.25mm","T","270.00","(OPT)1uF/16V"
"C2","SMD_0603_CAPC1608X80N","-31.85mm","105.2mm","-31.85mm","105.2mm","-31.85mm","104.4mm","T","90.00","1nF"
"C3P_1","SMD_0603_CAPC1608X95N","-82.3mm","117.6mm","-82.3mm","117.6mm","-81.5mm","117.6mm","T","180.00","100nF/50V"
"C3P_2","SMD_0603_CAPC1608X95N","-68.8mm","117.6mm","-68.8mm","117.6mm","-68mm","117.6mm","T","180.00","100nF/50V"
"C3P_3","SMD_0603_CAPC1608X95N","-55.3mm","117.6mm","-55.3mm","117.6mm","-54.5mm","117.6mm","T","180.00","100nF/50V"
"C3","SMD_0603_CAPC1608X80N","-29mm","105.75mm","-29mm","105.75mm","-28.2mm","105.75mm","T","180.00","1nF"
"C4P_1","SMD_1210_CAPC3225X279N","-82.2mm","120.7mm","-82.2mm","120.7mm","-82.2mm","122.2mm","T","270.00","100uF"
"C4P_2","SMD_1210_CAPC3225X279N","-68.7mm","120.7mm","-68.7mm","120.7mm","-68.7mm","122.2mm","T","270.00","100uF"
"C4P_3","SMD_1210_CAPC3225X279N","-55.2mm","120.7mm","-55.2mm","120.7mm","-55.2mm","122.2mm","T","270.00","100uF"
"C4","SMD_0603_CAPC1608X80N","-6.2mm","99.7mm","-6.2mm","99.7mm","-6.2mm","98.9mm","T","90.00","100nF"
"C5P_1","SMD_1210_CAPC3225X279N","-79mm","120.7mm","-79mm","120.7mm","-79mm","122.2mm","T","270.00","100uF"
"C5P_2","SMD_1210_CAPC3225X279N","-65.5mm","120.7mm","-65.5mm","120.7mm","-65.5mm","122.2mm","T","270.00","100uF"
"C5P_3","SMD_1210_CAPC3225X279N","-52.0001mm","120.7001mm","-52.0001mm","120.7001mm","-52.0001mm","122.2001mm","T","270.00","100uF"
"C6P_1","SMD_1210_CAPC3225X279N","-78.6mm","109.8mm","-78.6mm","109.8mm","-77.1mm","109.8mm","T","180.00","220uF"
"C6P_2","SMD_1210_CAPC3225X279N","-65.1001mm","106.5999mm","-65.1001mm","106.5999mm","-63.6001mm","106.5999mm","T","180.00","220uF"
"C6P_3","SMD_1210_CAPC3225X279N","-51.6001mm","109.7999mm","-51.6001mm","109.7999mm","-50.1001mm","109.7999mm","T","180.00","220uF"
"C7P_1","SMD_1210_CAPC3225X279N","-78.6mm","106.6mm","-78.6mm","106.6mm","-77.1mm","106.6mm","T","180.00","220uF"
"C7P_2","SMD_1210_CAPC3225X279N","-66.3001mm","112.9999mm","-66.3001mm","112.9999mm","-64.8001mm","112.9999mm","T","180.00","220uF"
"C7P_3","SMD_1210_CAPC3225X279N","-51.6001mm","106.5999mm","-51.6001mm","106.5999mm","-50.1001mm","106.5999mm","T","180.00","220uF"
"C7","SMD_0603_CAPC1608X80N","-11.775mm","100.425mm","-11.775mm","100.425mm","-12.575mm","100.425mm","T","360.00","100nF"
"C8","SMD_0603_CAPC1608X80N","-9.2mm","99.7mm","-9.2mm","99.7mm","-9.2mm","98.9mm","T","90.00","100nF"
"C9","SMD_0603_CAPC1608X80N","-7.7mm","99.7mm","-7.7mm","99.7mm","-7.7mm","98.9mm","T","90.00","100nF"
"C10","SMD_0603_CAPC1608X80N","-7.7mm","96.6mm","-7.7mm","96.6mm","-7.7mm","97.4mm","T","270.00","100nF"
"C11","SMD_0603_CAPC1608X80N","-6.2mm","96.6mm","-6.2mm","96.6mm","-6.2mm","97.4mm","T","270.00","100nF"
"C12","SMD_0603_CAPC1608X80N","-20.7mm","127.7mm","-20.7mm","127.7mm","-21.5mm","127.7mm","T","360.00","18pF"
"C13","SMD_0603_CAPC1608X80N","-23.5mm","110.6mm","-23.5mm","110.6mm","-23.5mm","111.4mm","T","270.00","18pF"
"C14","SMD_0805_CAPC2012X145N","-29.96mm","109.175mm","-29.96mm","109.175mm","-29.96mm","108.275mm","T","90.00","10uF/16V"
"C15","SMD_0805_CAPC2012X145N","-6.5mm","123.1mm","-6.5mm","123.1mm","-6.5mm","124mm","T","270.00","10uF/16V"
"C25","SMD_0805_CAPC2012X145N","-3.7mm","104.8mm","-3.7mm","104.8mm","-2.8mm","104.8mm","T","180.00","22uF/6.3V"
"C26","SMD_0805_CAPC2012X145N","-6.4mm","91.8mm","-6.4mm","91.8mm","-6.4mm","92.7mm","T","270.00","22uF/6.3V"
"D1P_2","SMD_SOD523_SOD1608X65N","-65.7mm","117.6mm","-65.7mm","117.6mm","-66.6mm","117.6mm","T","360.00","D"
"D1P_3","SMD_SOD523_SOD1608X65N","-52.1999mm","117.6001mm","-52.1999mm","117.6001mm","-53.0999mm","117.6001mm","T","360.00","D"
"D1","SMD_0805_LED2012X100N","-17mm","122.3mm","-17mm","122.3mm","-18.05mm","122.3mm","T","360.00","Red SML210VT ROHM"
"D2","SMD_0805_LED2012X100N","-17mm","124.2mm","-17mm","124.2mm","-18.05mm","124.2mm","T","360.00","Green 	SML210MT ROHM"
"D8","SMD_DO214AC_SMA","-3.2mm","132.3mm","-3.2mm","132.3mm","-1.2mm","132.3mm","T","180.00","(OPT)SS14"
"D9","SMD_DO214AC_SMA","-28.4mm","126.3mm","-28.4mm","126.3mm","-30.4mm","126.3mm","T","360.00","SS14"
